Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalPorchSF,TotalBath
1231,90,RL,11.503718282108402,Pave,0,Lvl,0,Inside,0,Sawyer,Feedr,RRAe,Duplex,1.5Fin,4,4,1977,1977,Shed,CompShg,Plywood,Plywood,None,1,3,4,CBlock,2,3,3,2,498,4,211,652,279.8670022154246,GasA,0,Y,4,1361,1259,0,8.045442607967193,0,0,2,2,4,2,3,12,6,1,BuiltIn,1,2,220.19161024612526,4,4,0,155,24,145,0,0,0,8,2007,WD,Normal,190000,23.264360810492217,24.742257999648594,3.0
1232,90,RL,10.309687566977153,Pave,3,Lvl,0,Inside,0,NAmes,Norm,Norm,Duplex,SLvl,4,5,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120,3,4,CBlock,3,3,0,0,803,5,0,303,239.893200772255,GasA,4,Y,4,1190,0,0,7.223323441844176,1,0,1,0,3,1,3,6,6,0,Attchd,2,2,202.08224717383408,4,4,2,0,18,0,0,0,0,5,2006,WD,Normal,132500,20.125220759012386,5.8297959607176235,2.0
1233,90,RL,10.629479512981975,Pave,3,Lvl,0,FR2,0,NAmes,Norm,Norm,Duplex,1Story,3,4,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0,3,4,Slab,-1,-1,-1,-1,0,-1,0,0,0.0,GasA,4,Y,4,1224,0,0,7.252599581188123,0,0,2,0,2,2,3,6,6,0,CarPort,2,2,177.95783925143613,4,4,2,0,0,0,0,0,0,3,2007,WD,Normal,101800,16.96876871580795,0.0,2.0
1234,20,RL,10.911145470515885,Pave,0,Lvl,0,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,4,1959,1959,Hip,CompShg,Plywood,Plywood,BrkFace,180,3,4,CBlock,3,3,3,4,1000,5,0,188,252.9862398494922,GasA,1,Y,4,1188,0,0,7.221575526455618,1,0,1,0,3,1,3,6,6,0,Attchd,1,2,199.33397797850108,4,4,2,0,0,0,0,0,0,5,2010,COD,Abnorml,142000,20.309801326717032,0.0,2.0
1235,70,RH,10.439206387207488,Pave,3,Bnk,0,Inside,0,SWISU,Norm,Norm,1Fam,2Story,4,5,1911,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,4,PConc,3,3,0,5,0,5,0,940,212.57906354600075,GasA,4,N,0,1024,940,0,7.744780330932869,0,0,1,1,4,1,3,7,6,0,,-1,0,0.0,-1,-1,0,0,192,0,0,0,0,11,2008,WD,Abnorml,130000,21.419334770761186,19.39996543979471,1.5
1236,70,RL,11.014018152806262,Pave,3,Lvl,0,Inside,0,Crawfor,Norm,Norm,1Fam,2Story,4,4,1914,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,4,BrkTil,2,3,2,5,0,5,0,747,179.17592424655268,GasA,2,Y,1,892,892,0,7.644611311752308,0,0,1,1,4,1,3,9,6,0,Detchd,2,1,82.40481041276239,1,1,0,203,40,0,0,0,0,7,2006,WD,Normal,138887,20.654010266709115,21.659287287063815,1.5
1237,160,RL,8.912033383752512,Pave,3,Lvl,0,Inside,0,NridgHt,Norm,Norm,Twnhs,2Story,6,4,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106,2,4,PConc,2,3,3,5,0,5,0,764,182.2015480878955,GasA,0,Y,4,764,862,0,7.548030680843888,0,0,2,1,2,1,2,6,6,0,BuiltIn,1,2,181.71639905887804,4,4,2,0,27,0,0,0,0,6,2010,WD,Normal,175500,20.3416012551488,7.284858257410072,2.5
1238,60,RL,10.936513033115682,Pave,1,Lvl,0,FR2,0,CollgCr,Norm,Norm,1Fam,2Story,6,4,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0,2,4,PConc,2,3,3,5,0,5,0,847,196.73156698358025,GasA,0,Y,4,847,1101,0,7.736253932543987,0,0,2,1,4,1,2,8,6,1,BuiltIn,0,2,169.11516530274224,4,4,2,100,48,0,0,0,0,9,2006,WD,Normal,195000,21.204054112832498,17.1525025398882,2.5
1239,20,RL,11.007885159178688,Pave,3,Lvl,0,Inside,0,SawyerW,RRAe,Norm,1Fam,1Story,5,4,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,2,4,PConc,2,3,3,5,0,5,0,1141,245.5115548363904,GasA,0,Y,4,1141,0,0,7.179635260727791,0,0,1,1,3,1,3,6,6,0,Detchd,2,2,184.8348505634318,4,4,2,0,0,0,0,0,0,3,2006,WD,Abnorml,142500,20.09240351839305,0.0,1.5
1240,20,RL,10.516355276421447,Pave,0,HLS,0,Inside,0,Timber,Norm,Norm,1Fam,1Story,7,4,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32,2,4,PConc,2,3,0,2,428,5,0,1048,297.2420539092738,GasA,0,Y,4,1484,0,0,7.452913195749708,0,0,2,0,2,1,0,6,6,1,Attchd,1,2,181.0912287008256,4,4,2,120,33,0,0,0,0,12,2007,WD,Normal,265900,21.52748795755058,17.425758963849397,2.0
1241,60,RL,10.381091787508142,Pave,3,Lvl,0,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,6,4,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252,2,4,PConc,2,3,3,2,550,5,0,334,203.0881332428459,GasA,0,Y,4,884,884,0,7.635226244227585,1,0,2,1,3,1,2,8,6,0,Attchd,1,2,202.9964138163418,4,4,2,0,63,0,0,0,0,7,2008,WD,Normal,224900,20.911425639997866,11.306329409228725,3.5
1242,20,RL,10.630423320031895,Pave,3,Lvl,0,Inside,0,Somerst,Norm,Norm,1Fam,1Story,6,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0,2,4,PConc,2,3,0,5,0,5,0,1689,328.52531966804855,GasA,0,Y,4,1689,0,0,7.587614051700295,0,0,2,0,3,1,2,7,6,0,Attchd,1,3,321.1655722011221,4,4,2,0,56,0,0,0,0,6,2007,New,Partial,248328,22.28788681577317,10.655125272577791,2.0
1243,85,RL,10.731217168612547,Pave,3,Lvl,0,Inside,0,NWAmes,Norm,Norm,1Fam,SFoyer,6,5,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,81,3,4,CBlock,2,3,1,2,885,3,168,0,231.2963499225838,GasA,4,Y,4,1173,0,0,7.20837220058101,1,0,2,0,3,1,2,6,6,2,Attchd,1,2,198.41594373273853,4,4,2,0,120,0,0,0,0,1,2010,WD,Family,170000,19.959537879930544,15.513990214800614,3.0
1244,20,RL,11.08933952730153,Pave,3,Lvl,0,Inside,0,NridgHt,Norm,Norm,1Fam,1Story,9,4,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,40,0,4,PConc,0,1,1,2,1386,5,0,690,382.87125701428215,GasA,0,Y,4,2076,0,0,7.802599714391519,1,0,2,1,2,1,0,7,6,1,Attchd,0,3,292.37668300816995,4,4,2,216,229,0,0,0,0,9,2006,New,Partial,465000,23.520051736862733,28.60745553889908,3.5
1245,70,RL,10.829085879482516,Pave,0,HLS,0,Corner,1,Crawfor,Norm,Norm,1Fam,2Story,7,6,1929,1950,Gable,CompShg,BrkFace,Stucco,None,0,3,4,PConc,2,3,3,5,0,5,0,792,187.14709392711296,GasA,1,Y,4,792,725,0,7.475800918809477,0,0,1,0,3,1,2,7,6,2,Detchd,2,2,158.23138405618928,4,4,2,0,0,0,0,0,0,6,2006,WD,Normal,230000,20.155554012737515,0.0,1.0
1246,80,RL,10.903432249680126,Pave,3,Lvl,0,Inside,0,NWAmes,Norm,Norm,1Fam,SLvl,5,6,1984,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,74,3,4,CBlock,2,3,3,5,0,5,0,585,149.35854037432944,GasA,0,Y,4,1140,728,0,7.692549908906839,0,0,3,1,3,1,3,7,6,1,BuiltIn,0,2,182.653224190636,4,4,2,268,112,0,0,147,0,1,2007,WD,Abnorml,178000,20.482922878019092,30.889140870057457,3.5
1247,60,FV,10.375742690015866,Pave,3,Lvl,0,Inside,0,Somerst,Norm,Norm,1Fam,2Story,6,4,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,2,4,PConc,2,3,3,5,0,5,0,756,180.77992999508868,GasA,0,Y,4,756,797,0,7.500211735180743,0,0,2,1,3,1,2,6,6,0,Attchd,1,2,224.6644865086192,4,4,2,0,45,0,0,0,0,3,2006,New,Partial,186500,20.155554012737515,9.530399214473766,2.5
1248,80,RL,10.929483042861058,Pave,0,Lvl,0,Inside,0,Mitchel,Norm,Norm,1Fam,SLvl,5,4,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335,3,4,CBlock,3,3,0,2,539,5,0,473,224.5685689651379,GasA,4,Y,4,1034,0,0,7.077370664742956,1,0,1,0,3,1,3,6,6,0,Attchd,2,3,302.9687488840644,4,4,2,0,0,0,0,0,0,5,2010,WD,Normal,169900,19.513950738901315,0.0,2.0
1249,75,RM,10.596444241317196,Pave,3,Lvl,0,Inside,0,OldTown,Norm,Norm,1Fam,2.5Unf,5,4,1917,1950,Gable,CompShg,AsbShng,AsbShng,None,0,3,4,BrkTil,2,3,3,4,319,5,0,416,177.0294065794814,OthW,1,N,4,1134,924,0,7.793519596618446,0,0,1,1,3,1,3,8,6,1,Detchd,2,2,156.93972576161434,1,1,1,0,0,259,0,0,0,4,2008,WD,Normal,129500,21.20004308227574,22.310647514747796,1.5
1250,20,RL,10.21654718199229,Pave,3,Lvl,0,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,6,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,4,CBlock,3,3,3,1,534,4,96,246,201.7196996690183,GasA,4,Y,4,988,0,0,7.0301318535434705,0,0,1,0,3,1,3,6,6,0,Attchd,2,1,116.88703885718719,4,4,2,0,80,0,0,0,0,5,2007,WD,Normal,119000,19.031049952590237,12.732800099471337,1.0
1251,20,RL,10.796633953712872,Pave,3,Lvl,0,Corner,0,NAmes,Norm,Norm,1Fam,1Story,6,4,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0,2,4,CBlock,3,3,3,0,1065,5,0,1045,387.5132423200439,GasA,0,Y,4,2110,0,0,7.819539525076404,1,0,2,1,3,1,0,8,6,2,Attchd,0,2,196.57691906625107,4,4,2,0,0,0,0,0,0,4,2010,WD,Normal,244000,23.61944256575288,0.0,3.5
1252,120,RL,9.137832495945323,Pave,0,Lvl,0,Corner,0,NridgHt,Norm,Norm,TwnhsE,1Story,6,4,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163,2,4,PConc,2,3,3,5,0,5,0,1405,286.55832751511383,GasA,0,Y,4,1405,0,0,7.395998890614548,0,0,2,0,2,1,2,6,6,1,Attchd,1,2,182.96525236222894,4,4,2,148,36,0,0,0,0,3,2006,WD,Normal,171750,21.23406547089149,19.015292767281426,2.0
1253,20,RL,10.631635831511945,Pave,3,Lvl,0,Inside,0,Mitchel,Norm,Norm,1Fam,1Story,4,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0,3,4,CBlock,3,3,3,1,510,5,0,354,199.66093546684243,GasA,4,Y,4,874,0,0,6.902935065397526,1,0,1,0,3,1,3,5,6,0,Attchd,1,1,121.02163915957841,4,4,2,33,0,0,0,0,0,11,2009,WD,Normal,130000,18.674648140995544,8.107674815627638,2.0
1254,60,RL,11.403556084736305,Pave,0,Lvl,0,Inside,0,Veenker,Norm,Norm,1Fam,2Story,6,6,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,2,4,CBlock,3,3,1,3,125,0,1031,36,253.61879417128372,GasA,4,Y,4,1516,651,0,7.8473390009205835,1,0,2,1,3,1,2,9,6,2,Attchd,1,2,195.34869129754114,4,4,2,220,47,0,0,0,0,7,2007,WD,Normal,294000,22.254968995518627,22.62763516358307,3.5
1255,60,RL,10.166517843791857,Pave,3,Lvl,0,Inside,0,Edwards,Norm,Norm,1Fam,2Story,6,4,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92,2,4,PConc,2,3,3,5,0,5,0,746,178.99739206774285,GasA,0,Y,4,760,896,0,7.567066515904705,0,0,2,1,3,1,2,7,6,1,BuiltIn,0,2,157.26286969022024,4,4,2,178,128,0,0,0,0,7,2008,WD,Normal,165400,20.368742536562163,24.09948934382441,2.5
1256,50,RM,10.028832026741652,Pave,3,Lvl,0,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,4,BrkTil,3,0,3,3,425,5,0,459,203.0881332428459,GasA,4,Y,0,959,408,0,7.3674795228015455,0,0,1,0,3,1,3,6,6,1,Detchd,2,1,208.15890773922524,4,4,2,0,0,0,0,120,0,11,2007,WD,Normal,127500,20.019172306462885,15.513990214800614,1.0
1257,20,RL,11.128571496561568,Pave,0,Lvl,0,Corner,0,NoRidge,Norm,Norm,1Fam,1Story,7,4,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554,2,4,PConc,2,3,1,2,1314,5,0,672,370.4868158837361,GasA,0,Y,4,1987,0,0,7.756916840308297,1,0,2,0,2,1,2,7,6,1,Attchd,0,2,247.02340410300883,4,4,2,262,36,0,0,0,0,8,2008,WD,Normal,301500,23.25218974692272,23.806809236567656,3.0
1258,30,RL,9.470016772204456,Pave,3,Lvl,0,Corner,0,Edwards,Feedr,Norm,1Fam,1Story,4,7,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,4,PConc,1,3,3,5,0,5,0,864,199.66093546684243,GasA,0,Y,4,864,0,0,6.891001527359686,0,0,1,0,2,1,3,4,6,0,,-1,0,0.0,-1,-1,2,0,96,0,0,0,0,7,2009,WD,Normal,99900,18.64550585425252,13.924032216400862,1.0
1259,80,RL,10.594646856325303,Pave,0,Lvl,0,Inside,0,Gilbert,Norm,Norm,1Fam,SLvl,6,4,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182,2,4,PConc,2,3,1,2,655,5,0,201,198.2842946789372,GasA,0,Y,4,1166,0,0,7.20215313085092,1,0,2,0,2,1,2,5,6,0,Attchd,0,2,158.23138405618928,4,4,2,212,0,0,0,0,0,7,2008,WD,Normal,190000,19.45224550106348,20.322949480740974,3.0
1260,20,RL,10.617014367409,Pave,3,Lvl,0,FR2,0,NAmes,Norm,Norm,1Fam,1Story,5,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0,3,4,CBlock,2,3,3,0,602,3,438,14,231.45958134957192,GasA,2,Y,4,1054,0,0,7.097261431269812,1,0,1,1,3,1,3,6,6,0,Attchd,2,2,177.32963585277696,4,4,2,180,0,0,0,80,0,7,2008,WD,Normal,151000,19.670774866959224,22.350576961674417,2.5
1261,60,RL,11.86745527639251,Pave,2,Lvl,0,CulDSac,0,Gilbert,RRAn,Norm,1Fam,2Story,5,4,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0,3,4,PConc,2,3,3,5,0,5,0,841,195.69403139380145,GasA,0,Y,4,892,783,0,7.5789460779454165,0,0,2,1,3,1,3,7,6,1,BuiltIn,0,2,190.41773387441248,4,4,2,0,103,0,0,0,0,6,2009,WD,Normal,181000,20.621432431399814,14.40927834587401,2.5
1262,20,RL,10.596444241317196,Pave,3,Lvl,0,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,None,0,3,4,CBlock,3,3,3,4,504,5,0,546,230.8064134534358,GasA,2,Y,4,1050,0,0,7.093313449368636,0,0,1,0,2,1,3,5,6,0,Attchd,2,1,137.91817728274603,4,4,2,0,0,0,0,0,0,6,2009,WD,Normal,128900,19.650743972823403,0.0,1.0
1263,50,RL,10.807339090011075,Pave,3,Lvl,0,Inside,0,ClearCr,Norm,Norm,1Fam,1.5Fin,3,4,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,4,CBlock,3,3,0,5,0,5,0,1104,239.57076641112292,GasA,0,Y,0,1104,684,0,7.646944506856176,1,0,1,0,5,1,3,8,3,2,Attchd,2,1,126.4844835737157,4,4,2,120,0,0,0,0,0,11,2009,WD,Normal,161500,21.395947062528464,15.513990214800614,2.0
1264,70,RL,11.052538663253474,Pave,3,Lvl,0,Inside,0,BrkSide,Norm,Norm,1Fam,2Story,5,5,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0,3,4,PConc,3,3,3,5,0,5,0,764,182.2015480878955,GasA,0,Y,0,1060,764,0,7.667712800139746,0,0,1,0,3,1,3,8,6,1,Detchd,2,2,195.9630276567024,4,4,0,0,0,126,0,0,0,7,2007,WD,Normal,180500,20.776444759120455,15.882236571682805,1.0
1265,120,RH,9.470016772204456,Pave,3,Lvl,0,Inside,0,NAmes,Norm,Norm,TwnhsE,1Story,5,4,1998,1999,Gable,CompShg,MetalSd,MetalSd,None,0,2,4,PConc,2,3,3,2,266,5,0,1139,286.55832751511383,GasA,0,Y,4,1337,0,0,7.344402105063971,1,0,2,0,2,1,2,5,6,0,Attchd,0,2,193.19498046752392,4,4,2,144,68,0,0,0,0,8,2008,COD,Abnorml,181000,21.09699419423694,20.322949480740974,3.0
1266,160,FV,9.362396974954402,Pave,3,Lvl,0,FR3,0,Somerst,Norm,Norm,TwnhsE,2Story,6,4,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218,2,4,PConc,2,3,3,2,450,5,0,241,169.07922513950487,GasA,0,Y,4,713,739,0,7.43023078462721,1,0,2,1,3,1,2,6,6,0,Detchd,2,2,191.65321379462418,4,4,2,0,34,0,0,0,0,3,2006,WD,Normal,183900,19.757716985233966,8.23639473259092,3.5
1267,190,RM,10.666471187656034,Pave,0,Bnk,0,Inside,0,OldTown,Feedr,Norm,2fmCon,2.5Unf,6,3,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,1,4,CBlock,3,3,3,5,0,5,0,925,210.05162830847857,GasA,4,N,1,964,925,0,7.704199704321135,0,0,1,1,4,2,3,9,6,1,Detchd,2,1,127.84165050972572,4,4,0,0,0,264,0,0,0,1,2007,WD,Normal,122000,21.24204732276615,22.509415266492592,1.5
1268,20,RL,11.0223561383873,Pave,0,HLS,0,Inside,0,Timber,Norm,Norm,1Fam,1Story,8,4,2008,2009,Hip,CompShg,Stucco,CmentBd,None,0,0,4,PConc,0,3,1,5,0,5,0,2002,372.69899762423177,GasA,0,Y,4,2018,0,0,7.773055649997863,0,0,2,0,3,1,0,10,6,1,Attchd,0,3,262.91416850069464,4,4,2,144,76,0,0,0,0,5,2010,WD,Normal,378500,23.32342211724942,20.678046078663826,2.0
1269,50,RL,11.10938003543611,Pave,0,Lvl,0,Inside,1,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,632,3,2,CBlock,3,3,2,4,192,5,0,536,175.77306564256733,GasA,0,Y,4,1968,1479,0,8.33212112115723,0,0,3,1,4,1,2,11,6,2,BuiltIn,2,3,337.5028333935631,4,4,2,314,12,0,0,0,0,5,2008,WD,Normal,381000,23.553810858208223,24.81239144861745,3.5
1270,50,RL,10.818431762512146,Pave,3,Lvl,0,Inside,0,NAmes,Feedr,Norm,1Fam,1.5Fin,4,4,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,180,3,4,CBlock,3,3,3,1,460,5,0,414,201.37708423431687,GasW,4,Y,0,874,650,0,7.480592240450682,0,0,1,1,3,1,3,7,6,0,Attchd,2,1,130.2087535102629,4,4,2,0,0,0,0,0,0,7,2007,WD,Normal,144000,20.35970725489418,0.0,1.5
1271,40,RL,11.805988487879247,Pave,3,Low,0,Inside,2,ClearCr,Norm,Norm,1Fam,1Story,6,5,1979,1979,Shed,WdShake,Plywood,Plywood,None,0,2,4,PConc,2,3,1,2,1258,5,0,74,275.4260434753914,GasA,4,Y,4,1332,192,0,7.480592240450682,2,0,0,1,0,1,2,4,6,1,Attchd,0,2,215.99788128985347,4,4,2,268,0,0,0,0,0,4,2010,WD,Normal,260000,21.325325294264008,22.66687141054413,2.5
1272,20,RL,10.533678907726754,Pave,0,Lvl,0,Inside,0,NWAmes,PosN,Norm,1Fam,1Story,5,6,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0,3,4,CBlock,3,3,3,5,0,5,0,1489,299.1835918548176,GasA,2,Y,4,1489,0,0,7.456413352929775,0,0,2,0,3,1,2,7,6,1,Attchd,1,2,177.95783925143613,4,4,2,0,0,0,0,0,0,8,2009,WD,Normal,185750,21.56191135563553,0.0,2.0
1273,20,RL,11.053629299471217,Pave,0,Lvl,0,CulDSac,0,Sawyer,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114,3,4,CBlock,3,3,3,1,560,3,375,0,211.73775886716047,GasA,4,Y,4,935,0,0,6.972916733701123,1,0,1,0,3,1,3,5,6,0,Attchd,2,1,121.02163915957841,4,4,2,180,0,0,0,0,0,11,2006,WD,Normal,137000,19.047545571551055,18.81933993864045,2.0
1274,80,RL,10.838036919603352,Pave,0,Lvl,0,Corner,0,Edwards,Norm,Norm,1Fam,SLvl,5,6,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84,3,4,CBlock,3,3,0,0,719,5,0,300,225.72216202514736,GasA,2,Y,4,1357,0,0,7.359843452833939,1,0,1,0,2,1,0,5,6,1,Basment,1,1,129.1955054779989,4,4,2,0,0,0,0,163,0,5,2008,WD,Normal,177000,20.309801326717032,17.957252752468914,2.0
1275,50,RL,9.830817293775631,Pave,3,Lvl,0,Corner,0,Crawfor,Norm,Norm,1Fam,1.5Fin,4,5,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,None,0,3,4,PConc,3,3,3,5,0,5,0,661,163.5831532180477,GasA,0,Y,4,661,589,0,7.274447040531707,0,0,2,0,3,1,3,8,6,1,Detchd,2,2,205.7332322994742,4,4,2,242,0,81,0,0,0,11,2007,WD,Normal,139000,19.15917089234414,24.70709755357943,2.0
1276,90,RL,10.818549290156312,Pave,3,Lvl,0,Corner,0,NAmes,Feedr,Norm,Duplex,2Story,4,4,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,567,3,4,CBlock,3,3,3,4,220,5,0,708,210.55796311287864,GasA,2,Y,0,928,992,0,7.721163855973208,0,0,2,0,4,2,3,10,6,0,Detchd,2,2,158.23138405618928,4,1,2,0,0,0,0,0,0,7,2007,WD,Normal,137000,21.309537053445414,0.0,2.0
1277,60,RL,10.99388209341729,Pave,0,Lvl,0,CulDSac,0,NWAmes,Norm,Norm,1Fam,2Story,5,5,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0,3,4,CBlock,3,1,3,1,593,5,0,130,174.8737557724971,GasA,4,Y,4,735,660,0,7.388568807505394,0,1,1,1,3,1,3,6,6,1,Attchd,2,2,188.87077221232863,4,4,2,294,116,0,0,0,0,12,2009,WD,Normal,162000,19.6957300144628,27.559533986126834,2.0
1278,80,RL,11.428673358347066,Pave,0,Lvl,0,CulDSac,0,NWAmes,Norm,Norm,1Fam,SLvl,5,4,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,359,3,4,CBlock,2,3,0,0,528,5,0,1152,327.2251262693542,GasA,1,Y,4,1724,0,0,7.6089753855160165,1,0,1,1,3,1,3,7,6,1,Attchd,1,2,183.58894023363393,4,4,2,0,0,0,0,0,0,6,2009,WD,Normal,197900,22.3326982609824,0.0,2.5
1279,60,RL,10.578783229379132,Pave,3,Lvl,0,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,4,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,179,2,4,PConc,2,3,3,2,804,5,0,324,243.4300445731892,GasA,0,Y,4,1128,903,0,7.779750323745647,1,0,2,1,3,1,2,7,6,1,Attchd,1,2,213.29195437490873,4,4,2,0,211,0,0,0,0,3,2008,WD,Normal,237000,21.899310631060228,20.278022876438847,3.5
1280,50,C (all),10.270248808911598,Pave,3,Lvl,0,Inside,0,IDOTRR,Norm,Norm,1Fam,1.5Fin,3,3,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,2,CBlock,3,3,3,5,0,5,0,698,170.3526380986258,GasA,4,Y,0,698,430,0,7.167731466708868,0,0,1,0,2,1,3,6,6,0,Detchd,1,2,198.41594373273853,4,4,2,30,0,164,0,0,0,4,2010,COD,Abnorml,68400,18.925601802258413,19.49468460344202,1.0
1281,20,RL,10.624886034133432,Pave,0,Lvl,0,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,6,4,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110,2,4,PConc,2,3,3,2,788,5,0,785,311.62475941830303,GasA,0,Y,4,1573,0,0,7.513531417879259,1,0,2,0,3,1,2,6,6,0,Attchd,1,2,203.30092438371443,4,4,2,0,72,0,0,0,0,3,2009,WD,Normal,227000,21.87558907301625,12.085618260896856,3.0
1282,20,RL,10.36334304116237,Pave,0,Lvl,0,CulDSac,0,Timber,Norm,Norm,1Fam,1Story,6,4,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,54,3,4,CBlock,2,3,3,0,1053,5,0,256,271.88599660140375,GasA,4,Y,4,1339,0,0,7.3459565329622185,1,0,2,0,2,1,3,6,6,1,Attchd,0,2,184.8348505634318,2,2,2,0,58,0,0,90,0,7,2006,WD,Normal,180000,20.903064447909905,17.1525025398882,3.0
1283,20,RL,10.481184992384499,Pave,0,Lvl,0,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,4,6,1977,2008,Gable,CompShg,HdBoard,HdBoard,None,0,3,4,CBlock,2,3,2,3,532,4,144,364,229.1706534357071,GasA,4,Y,4,1040,0,0,7.083377747205718,0,0,2,0,3,1,2,5,6,0,Detchd,2,2,184.8348505634318,4,4,2,0,0,0,0,288,0,9,2009,WD,Normal,150500,19.60040424629054,23.434509476342615,2.0
1284,90,RL,10.568527485232764,Pave,3,Low,0,Corner,0,Mitchel,Norm,Norm,Duplex,2Story,5,4,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,None,0,3,4,CBlock,3,3,0,5,0,5,0,912,207.85255012481764,GasA,4,Y,4,912,912,0,7.667712800139746,0,0,2,2,4,2,3,8,6,0,,-1,0,0.0,-1,-1,2,128,0,0,0,0,0,4,2010,WD,Normal,139000,21.084772434520865,16.00273998436375,3.0
1285,50,RL,10.601684643649131,Pave,3,Lvl,0,Inside,0,SWISU,Feedr,Norm,1Fam,1.5Fin,5,6,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0,3,4,PConc,3,3,3,5,0,5,0,804,189.25263784006987,GasA,0,Y,4,1699,748,0,7.974128199718518,0,0,2,0,4,1,2,10,3,1,Detchd,2,1,137.2518042640136,4,4,2,272,0,42,0,116,0,3,2010,WD,Normal,169000,22.065038274261234,28.16439790083176,2.0
